147.185.132.85 - - [25/Jun/2026:00:07:47 +0000] "GET / HTTP/1.0" 401 92
45.148.10.200 - - [25/Jun/2026:04:47:36 +0000] "GET /.envrc.local HTTP/1.1" 401 144
45.148.10.200 - - [25/Jun/2026:04:47:36 +0000] "GET /api/.env.production HTTP/1.1" 404 147
45.148.10.200 - - [25/Jun/2026:04:47:36 +0000] "GET /repo/.env HTTP/1.1" 401 141
45.148.10.200 - - [25/Jun/2026:04:47:36 +0000] "GET /.env.staging HTTP/1.1" 401 140
45.148.10.200 - - [25/Jun/2026:04:47:37 +0000] "GET /.env.old HTTP/1.1" 401 138
45.148.10.200 - - [25/Jun/2026:04:47:37 +0000] "GET /core/.env HTTP/1.1" 401 139
205.210.31.211 - - [25/Jun/2026:04:48:33 +0000] "GET / HTTP/1.1" 401 132
138.84.53.48 - - [25/Jun/2026:04:51:11 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:04:53:09 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:04:57:29 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:04:59:27 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:05:03:47 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:05:05:45 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:05:10:06 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:05:12:04 +0000] "GET /manager/html HTTP/1.1" 401 140
127.0.0.1 - - [25/Jun/2026:05:13:12 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [25/Jun/2026:05:13:14 +0000] "GET /api/brands HTTP/1.1" 200 193
127.0.0.1 - - [25/Jun/2026:05:13:14 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
138.84.53.48 - - [25/Jun/2026:05:16:24 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:05:18:22 +0000] "GET /manager/html HTTP/1.1" 401 139
127.0.0.1 - - [25/Jun/2026:05:19:42 +0000] "HEAD /api/config HTTP/1.1" 500 -
127.0.0.1 - - [25/Jun/2026:05:19:48 +0000] "GET /api/config HTTP/1.1" 500 287
127.0.0.1 - - [25/Jun/2026:05:19:52 +0000] "GET /api/config HTTP/1.1" 500 287
176.100.36.70 - - [25/Jun/2026:05:19:58 +0000] "-" 400 435
127.0.0.1 - - [25/Jun/2026:05:20:45 +0000] "HEAD /api/config HTTP/1.1" 500 -
127.0.0.1 - - [25/Jun/2026:05:20:52 +0000] "GET /api/config HTTP/1.1" 500 287
176.100.36.70 - - [25/Jun/2026:05:20:58 +0000] "-" 400 435
138.84.53.48 - - [25/Jun/2026:05:22:43 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:05:24:41 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:05:29:01 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:05:30:59 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:05:35:20 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:05:37:18 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:05:41:38 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:05:43:36 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:05:47:57 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:05:49:55 +0000] "GET /manager/html HTTP/1.1" 401 140
127.0.0.1 - - [25/Jun/2026:05:51:34 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [25/Jun/2026:05:51:34 +0000] "GET /api/brands HTTP/1.1" 200 193
127.0.0.1 - - [25/Jun/2026:05:51:34 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
138.84.53.48 - - [25/Jun/2026:05:54:15 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:05:56:14 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:06:00:34 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:02:32 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:06:06:53 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:06:08:51 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:06:13:11 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:15:09 +0000] "GET /manager/html HTTP/1.1" 401 143
185.223.235.2 - - [25/Jun/2026:06:18:00 +0000] "GET /zc?action=getInfo HTTP/1.1" 401 105
193.176.31.219 - - [25/Jun/2026:06:18:14 +0000] "GET / HTTP/1.1" 401 132
193.176.31.204 - - [25/Jun/2026:06:18:14 +0000] "GET /favicon.ico HTTP/1.1" 401 140
81.19.216.111 - - [25/Jun/2026:06:18:14 +0000] "POST /mcp HTTP/1.1" 401 134
193.176.31.243 - - [25/Jun/2026:06:18:14 +0000] "POST / HTTP/1.1" 401 132
81.19.216.68 - - [25/Jun/2026:06:18:15 +0000] "GET /sse HTTP/1.1" 401 -
202.166.218.154 - - [25/Jun/2026:06:19:18 +0000] "GET / HTTP/1.1" 401 103
138.84.53.48 - - [25/Jun/2026:06:19:30 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:06:21:28 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:06:25:48 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:27:46 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:32:07 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:06:34:05 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:06:38:25 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:40:23 +0000] "GET /manager/html HTTP/1.1" 401 138
138.84.53.48 - - [25/Jun/2026:06:44:44 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:46:42 +0000] "GET /manager/html HTTP/1.1" 401 139
190.242.112.138 - - [25/Jun/2026:06:51:02 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:06:53:01 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:06:57:21 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:06:59:19 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:07:03:40 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:07:05:38 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:07:09:58 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:07:11:56 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:07:16:17 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:07:18:15 +0000] "GET /manager/html HTTP/1.1" 401 140
178.16.53.180 - - [25/Jun/2026:07:20:55 +0000] "-" 400 435
178.16.53.180 - - [25/Jun/2026:07:20:58 +0000] "-" 400 435
178.16.53.180 - - [25/Jun/2026:07:21:01 +0000] "-" 400 435
138.84.53.48 - - [25/Jun/2026:07:22:35 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:07:24:33 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:07:28:54 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:07:30:52 +0000] "GET /manager/html HTTP/1.1" 401 143
152.53.171.30 - - [25/Jun/2026:07:34:29 +0000] "GET /login HTTP/1.1" 500 145
138.84.53.48 - - [25/Jun/2026:07:35:12 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:07:37:11 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:07:41:31 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:07:43:29 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:07:47:50 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:07:49:48 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:07:54:08 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:07:56:06 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:08:00:27 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:08:02:25 +0000] "GET /manager/html HTTP/1.1" 401 142
34.79.93.108 - - [25/Jun/2026:08:04:02 +0000] "GET / HTTP/1.1" 401 132
138.84.53.48 - - [25/Jun/2026:08:06:45 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:08:08:43 +0000] "GET /manager/html HTTP/1.1" 401 139
138.68.237.196 - - [25/Jun/2026:08:11:42 +0000] "-" 400 435
138.68.237.196 - - [25/Jun/2026:08:11:42 +0000] "GET / HTTP/1.1" 401 278
138.68.237.196 - - [25/Jun/2026:08:11:42 +0000] "GET /favicon.ico HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:08:13:04 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:08:15:02 +0000] "GET /manager/html HTTP/1.1" 401 140
45.198.224.5 - - [25/Jun/2026:08:15:30 +0000] "POST /goform/set_LimitClient_cfg HTTP/1.1" 401 155
138.84.53.48 - - [25/Jun/2026:08:19:22 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:08:21:21 +0000] "GET /manager/html HTTP/1.1" 401 142
142.93.237.51 - - [25/Jun/2026:08:22:23 +0000] "GET /.env HTTP/1.1" 401 135
138.84.53.48 - - [25/Jun/2026:08:25:41 +0000] "GET /manager/html HTTP/1.1" 401 140
144.202.92.17 - - [25/Jun/2026:08:26:09 +0000] "GET / HTTP/1.1" 401 132
138.84.53.48 - - [25/Jun/2026:08:27:39 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:08:32:00 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:08:33:58 +0000] "GET /manager/html HTTP/1.1" 401 141
139.135.60.2 - - [25/Jun/2026:08:35:50 +0000] "GET /boaform/admin/formLogin?username=admin&psd=admin HTTP/1.0" 401 115
138.84.53.48 - - [25/Jun/2026:08:38:18 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:08:40:16 +0000] "GET /manager/html HTTP/1.1" 401 138
138.84.53.48 - - [25/Jun/2026:08:44:37 +0000] "GET /manager/html HTTP/1.1" 401 141
127.0.0.1 - - [25/Jun/2026:08:46:01 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [25/Jun/2026:08:46:01 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [25/Jun/2026:08:46:01 +0000] "GET /api/brands HTTP/1.1" 200 193
138.84.53.48 - - [25/Jun/2026:08:46:35 +0000] "GET /manager/html HTTP/1.1" 401 140
127.0.0.1 - - [25/Jun/2026:08:46:48 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [25/Jun/2026:08:46:48 +0000] "GET /api/brands HTTP/1.1" 200 193
138.84.53.48 - - [25/Jun/2026:08:50:55 +0000] "GET /manager/html HTTP/1.1" 401 142
138.84.53.48 - - [25/Jun/2026:08:52:53 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:08:57:14 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:08:59:12 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:09:03:32 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:09:05:30 +0000] "GET /manager/html HTTP/1.1" 401 143
138.84.53.48 - - [25/Jun/2026:09:09:51 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:09:11:49 +0000] "GET /manager/html HTTP/1.1" 401 141
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 140
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 141
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 142
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 142
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 142
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 143
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 140
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 140
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 140
45.198.224.5 - - [25/Jun/2026:09:12:39 +0000] "GET /manager/html HTTP/1.1" 401 140
